SI16_21G	SI16_23G	SI18_30G	SI18_48G	SI18_52G	SI16_22G	SI18_15G	SI18_16G	SI18_18G	SI18_22G	SI16_1G	SI16_2G	SI16_3G	SI18_47G	SI18_49G
LOC117818271	11	32	9	10	9	107	26	45	29	28	36	55	108	167	125
LOC117819039	1	0	0	1	1	2	1	1	0	0	3	0	1	728	2195
LOC117818923	11	102	25	23	56	143	43	83	265	14	0	1	0	33	35
mrps36	333	398	450	487	454	565	476	379	388	555	1720	1513	1060	851	546
pdxp	395	527	448	242	339	481	309	170	201	291	141	200	353	679	353
LOC117819222	0	0	0	0	0	5	0	0	1	0	21	19	18	4	11
spef2	2	1	2	0	3	166	3	0	3	0	4960	2978	2053	728	411
lifra	297	369	115	115	204	270	40	35	88	53	192	159	517	532	355
cep78	132	112	140	80	121	220	46	27	39	60	1202	858	714	651	331
cdo1	3	5	4	3	2	335	4	11	5	5	291	453	754	1464	940
ap3s1	442	713	373	305	331	490	239	165	194	183	80	161	219	259	188
commd10	69	187	86	61	43	206	48	52	75	47	202	249	221	220	213
sema6a	94	112	22	35	43	57	16	22	7	26	53	40	141	143	53
LOC117819500	100	155	44	55	51	127	24	16	42	20	292	207	382	522	232
hsd17b4	443	347	356	306	452	366	300	263	221	345	222	256	675	705	349
prr16	1	1	0	0	1	10	4	3	0	5	24	6	26	59	16
pheta1	183	252	88	65	90	83	42	29	25	58	71	58	115	256	97
sh2b3	182	69	93	98	111	40	43	11	17	29	21	31	71	44	18
atxn2	453	174	424	510	593	107	259	67	97	299	1745	1063	766	328	189
mapkapk5	469	505	246	372	359	415	170	53	73	175	813	744	796	407	255
ostf1	772	1259	581	432	533	841	500	319	245	419	114	164	312	449	358
nmrk1	59	138	15	14	14	79	6	6	7	6	17	20	37	61	29
LOC117818984	2	4	0	1	2	17	17	50	13	35	9	3	15	55	38
rnf122	14	38	6	4	5	34	10	16	5	2	36	29	102	241	100
LOC117818268	0	0	0	0	0	0	0	0	0	0	6	1	3	2	0
LOC117818412	0	0	1	2	2	0	1	0	1	3	2	1	5	10	1
LOC117818413	1	0	0	1	0	2	0	0	3	0	2	1	6	26	11
LOC117818257	14	37	8	3	5	132	9	8	7	11	47	60	198	137	113
LOC117819318	13678	13921	15478	15567	17591	10242	12169	9731	7253	17659	3985	4132	7033	4512	2933
rnf165b	69	92	80	72	58	69	56	37	42	73	138	121	181	469	277
loxhd1b	4	3	3	1	3	2	0	0	2	0	50	63	144	173	43
ptger4a	1	2	3	1	3	11	0	0	3	1	4	6	8	32	8
mrps27	393	675	151	165	150	508	49	27	61	44	297	291	558	436	282
znf366	3	3	1	0	1	20	2	1	1	0	11	5	16	45	13
LOC117818339	0	1	0	0	1	0	1	1	0	0	0	1	3	4	3
LOC117818781	29978	76086	60226	62962	60951	79216	91982	89154	103825	57996	72	12	15	66	37
smyd1b	0	1	1	0	0	10	1	3	1	2	9	6	15	42	14
lzts3b	3	0	0	1	0	4	1	0	0	0	11	5	13	72	20
LOC117818763	0	0	0	0	0	0	1	0	0	0	0	2	1	5	4
ubox5	124	171	55	40	48	101	23	11	18	33	211	194	246	313	154
LOC117818571	0	3	0	0	0	12	0	1	0	0	13	13	28	95	14
ccl27a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slc35d2	24	24	15	40	9	75	26	33	41	15	112	135	66	117	75
znf367	119	162	149	68	81	155	114	28	76	95	250	199	283	417	306
LOC117819317	7239	6364	7914	9522	9586	4895	7902	5976	4615	8395	6755	5020	4397	3283	1967
cdc14b	882	1155	787	713	1020	758	492	278	310	404	214	240	519	533	284
prxl2c	16	57	9	9	15	74	15	5	9	4	16	30	46	99	56
fbxl17	74	73	45	28	37	81	26	8	25	16	272	161	275	460	239
LOC117819324	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0
efna5b	25	41	0	6	2	14	1	1	0	2	17	5	32	22	18
LOC117819265	0	0	0	1	2	2	0	0	1	0	3	2	0	6	1
gadd45ga	144	280	138	169	201	412	75	55	35	68	30	56	81	236	195
creb3l3l	38	88	14	18	9	140	30	49	59	47	106	141	198	377	248
nim1k	5	7	6	7	13	52	3	2	3	2	713	802	568	171	103
znf131	230	140	224	197	248	137	93	35	35	116	503	293	277	254	161
selenop	165	434	153	289	136	1991	905	1731	1335	670	283	386	917	2551	1909
ghra	52	47	28	19	22	42	10	10	4	21	24	19	50	121	68
fbxo4	107	154	33	40	47	155	30	19	26	21	594	382	275	325	247
c9h5orf51	277	478	92	131	102	575	35	29	35	53	2526	2393	1558	676	468
oxct1a	1082	769	1113	1164	1252	402	621	425	379	936	897	578	1045	406	366
plcxd3	1	0	1	0	0	2	0	0	1	0	20	39	39	28	26
c7a	1	0	0	2	0	6	11	20	10	6	17	19	115	24	46
rgs7bpa	6	7	2	0	2	3	0	0	1	0	10	5	10	36	11
si:dkey-250l23.4	164	231	62	28	136	45	39	13	19	22	39	41	37	34	14
htr1aa	0	0	0	0	0	1	0	1	0	0	2	6	5	21	3
ipo11	279	270	136	185	181	275	57	31	82	69	739	612	833	724	386
hsd17b3	0	3	0	1	0	6	0	0	0	1	0	2	2	4	3
ercc6l2	277	133	166	179	239	90	64	16	23	89	336	313	449	388	169
ptch1	47	42	15	19	36	33	7	5	8	3	492	275	202	132	73
fancc	107	105	69	70	65	128	45	53	62	47	196	169	155	92	40
aopep	33	148	40	59	57	73	23	25	65	14	64	61	130	213	76
dock8	86	105	28	42	36	77	45	31	37	34	170	158	270	301	146
cbwd	213	244	167	143	139	298	110	60	85	111	250	260	353	296	232
foxd5	0	1	0	0	0	3	0	0	0	0	5	2	4	4	3
pgm5	44	87	5	11	5	153	15	2	4	5	105	88	305	234	178
LOC117819350	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1
LOC117818432	23	11	13	9	19	19	10	4	5	10	258	168	111	56	30
smim15	165	315	145	117	141	549	105	112	78	79	1271	1476	1366	826	538
ndufaf2	179	350	199	194	212	298	187	201	129	208	73	94	78	103	65
ercc8	21	38	26	11	15	84	29	20	19	12	292	187	270	218	126
elovl7a	1732	2161	2106	2244	2537	1011	1588	706	792	1606	26	19	92	100	49
pde4d	63	65	53	39	62	54	18	7	12	13	68	49	208	194	110
LOC117818992	0	0	0	1	0	0	0	0	0	0	1	0	2	4	3
LOC117818993	1	2	2	6	1	3	4	1	2	2	1	0	1	3	0
si:dkey-190g11.3	53	111	58	41	51	41	50	19	28	44	120	79	321	439	317
rab3c	0	1	0	1	0	6	4	1	3	1	10	19	21	56	21
plk2b	21	25	9	15	12	53	5	6	13	8	54	32	114	223	98
LOC117818481	2	5	4	1	5	9	4	2	5	7	18	12	19	17	9
mier3b	89	77	78	43	70	52	11	4	16	17	167	97	180	238	70
elac1	157	113	106	105	106	98	55	24	15	63	20	55	45	62	28
me2	260	291	116	100	109	246	72	43	44	58	684	474	530	372	291
mapk4	2	8	1	0	0	33	0	1	4	1	34	32	68	80	34
tspan36	127	96	47	84	117	223	85	147	97	88	45	125	88	198	223
LOC117818863	1	4	2	0	1	4	6	2	4	1	2	6	6	15	7
mpeg1.1	12	25	2	16	8	158	90	122	118	89	10	92	101	166	199
prf1.5	2	8	0	0	1	170	2	0	3	1	65	53	294	293	501
smarcad1a	865	979	683	553	753	729	260	74	105	288	1060	895	1497	734	589
atoh1a	1	1	4	1	3	3	4	8	4	2	18	7	5	6	3
grid2	170	163	58	70	123	115	61	46	44	54	8	4	19	41	15
ccser1	49	70	14	19	20	49	4	5	13	8	195	154	143	119	77
trim36	1656	1817	1275	1529	1754	713	884	369	310	786	41	31	156	120	102
pggt1b	423	459	286	242	301	285	86	43	47	96	592	474	544	403	205
LOC117818886	146	128	189	189	196	67	135	54	77	116	575	432	406	228	112
fem1c	1267	903	377	397	691	621	62	24	50	96	234	217	320	362	195
tmed7	875	1515	445	534	604	1392	300	248	228	298	884	811	958	786	710
LOC117818650	527	554	383	258	316	301	109	43	71	137	433	364	672	385	256
LOC117818497	796	665	816	705	912	398	472	147	145	436	689	526	530	580	262
LOC117818710	623	578	293	244	448	320	78	35	39	95	112	90	266	234	140
rasef	0	0	2	0	1	5	0	0	0	0	39	41	29	56	18
LOC117819338	0	0	0	0	0	0	0	0	0	0	0	6	2	11	7
frmd3	2	1	0	0	0	4	0	0	4	0	29	23	25	52	18
LOC117819584	11	32	4	6	7	36	2	4	10	3	35	28	59	90	54
LOC117818400	1	1	1	0	1	9	2	1	3	0	33	19	55	144	72
gkap1	1086	1783	900	873	1051	1103	522	340	343	527	697	651	1004	806	603
LOC117819211	0	0	0	0	0	0	0	0	0	0	57	36	21	4	5
LOC117819210	36	27	30	25	32	321	13	2	14	11	7122	4967	4449	900	629
c9h9orf64	130	126	134	125	111	126	144	140	78	163	98	139	201	95	63
hnrnpk	851	916	657	636	735	879	503	211	238	427	1611	1321	1729	1177	944
rmi1	424	332	161	150	347	143	56	10	20	64	700	416	443	316	204
LOC117818575	0	0	1	1	0	23	0	0	0	0	420	412	187	54	23
LOC117819041	20	16	118	33	105	22	41	28	29	16	6	2	10	11	3
ntrk2a	1	2	3	3	4	22	3	2	7	4	28	29	40	72	21
agtpbp1	183	122	92	66	121	56	49	15	33	42	379	298	435	195	119
naa35	766	679	856	751	927	563	557	396	343	634	1228	971	983	615	362
LOC117818995	0	0	1	0	0	22	0	4	1	2	2	3	4	15	9
LOC117818994	0	1	0	1	1	145	0	7	4	0	2	7	5	21	6
golm1	170	282	45	55	28	320	51	44	52	39	434	317	1031	742	588
lmbrd2a	158	206	107	78	125	169	45	24	32	46	291	253	329	310	155
LOC117818601	11	18	3	4	2	8	3	0	4	1	6	42	8	16	40
nipbla	195	235	99	130	127	405	57	27	92	54	1429	1019	1218	1205	638
ndc80	447	365	444	416	486	554	358	189	172	448	1768	1709	1973	1190	574
LOC117819223	0	0	0	0	1	2	0	0	0	0	8	5	5	19	5
LOC117818367	2	0	0	0	2	9	1	1	0	1	209	162	152	72	42
si:dkey-251i10.2	0	1	0	0	1	0	0	0	0	1	2	5	1	5	0
LOC117819140	0	0	0	0	0	2	0	0	1	0	0	0	1	11	2
LOC117818374	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0
si:ch211-130m23.3	107	153	42	46	60	85	10	8	13	6	128	54	53	51	21
LOC117818940	5	19	21	43	20	38	46	56	148	19	12	18	82	95	99
f2r	0	0	1	0	0	5	0	0	1	2	2	4	8	14	15
iqgap2	1178	851	953	1189	1356	552	583	219	251	680	689	349	719	677	350
f2rl2	1	8	0	2	0	38	5	17	5	10	2	8	11	14	16
LOC117818389	3	14	3	1	3	9	1	0	0	3	25	28	31	65	34
poc5	110	185	202	154	215	157	116	61	48	152	681	423	262	193	143
ankdd1b	1	0	0	0	0	4	1	0	0	1	6	7	23	37	18
polk	150	177	140	122	137	107	65	23	18	89	141	81	156	269	113
LOC117818730	455	566	285	214	398	376	98	32	49	97	794	530	771	718	289
LOC117819490	24	28	5	8	8	32	13	22	20	11	26	40	77	185	103
unc45b	7	7	3	10	2	14	3	5	2	1	24	20	30	72	36
LOC117818527	6	9	46	30	22	36	38	25	37	38	3	1	2	20	14
kif2a	1087	1040	962	912	1055	653	596	286	288	668	3933	2569	2691	1061	637
dimt1l	946	1387	801	770	743	1194	492	502	360	441	161	230	347	724	377
cenph	282	593	522	392	400	536	519	613	439	453	430	424	391	399	263
LOC117818745	274	209	185	251	191	237	149	89	77	155	221	197	321	443	246
LOC117818746	270	102	332	358	165	19	170	62	24	179	97	137	47	239	45
LOC117818944	60	175	1	1	1	14	6	0	2	2	15	22	68	105	57
trnaq-uug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117818941	37	37	4	32	12	54	19	10	15	6	119	111	272	352	166
trnaq-cug_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
homer1b	9	13	0	0	0	9	1	0	0	1	30	30	63	46	18
tent2	703	718	902	807	999	518	589	246	264	615	1648	1421	1104	1309	679
cmya5	0	1	0	0	1	0	0	0	2	1	12	9	12	18	7
mtx3	340	403	304	306	326	257	161	85	90	198	394	329	384	533	276
thbs4a	1	2	1	5	2	32	3	0	4	1	232	108	140	88	120
serinc5	117	202	34	44	45	326	56	39	59	40	398	437	638	689	523
cdk7	624	1268	467	599	532	1138	233	122	122	193	652	670	449	447	320
setbp1	28	21	9	15	12	68	5	4	10	6	246	188	383	396	187
LOC117819143	0	0	0	1	0	0	0	0	0	0	2	1	1	0	1
slc14a2	0	0	0	1	1	7	1	1	1	1	7	2	4	12	7
lnpep	169	228	79	62	95	346	58	45	39	59	823	557	608	526	303
erap2	28	38	8	62	38	149	31	32	71	60	157	215	314	385	223
LOC117818784	0	1	0	1	0	5	2	0	0	0	40	40	35	49	14
rgmb	179	118	32	49	64	50	6	5	10	8	38	23	97	118	50
LOC117818788	0	0	0	0	0	0	0	1	0	0	1	5	0	1	0
riok2	898	1356	671	706	746	936	494	315	223	505	135	149	313	341	190
LOC117818579	0	0	0	0	0	1	0	0	1	0	4	3	1	7	4
epg5	150	123	82	91	121	113	42	23	38	37	1268	732	1061	706	343
LOC117818734	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3
dnajb5	1	10	0	0	1	66	13	4	10	9	175	107	129	147	62
akr1a1a	0	0	0	0	1	1	0	0	1	0	2	0	0	8	1
vcp	5261	4253	3106	3415	4267	2657	1604	587	585	2001	7986	5382	5783	2950	1842
fancg	491	477	406	394	412	358	208	89	82	257	172	166	303	384	190
LOC117819022	0	1	0	0	0	1	2	0	1	1	7	5	11	20	14
thoc5	1866	1298	2618	2147	2667	881	2087	1938	1433	2737	463	531	804	631	328
tfip11	1029	964	1125	1106	1145	690	710	363	289	905	843	733	562	645	402
srrd	224	246	188	217	203	219	227	218	199	220	125	137	157	137	80
si:ch211-166a6.5	22	52	13	18	10	78	14	13	15	8	133	158	345	204	121
ddhd2	96	101	52	28	41	100	26	19	30	24	1165	865	995	374	210
LOC117819377	59	94	11	12	16	134	24	28	31	16	57	64	237	322	189
si:ch211-113d22.2	0	0	2	0	0	0	0	0	0	0	1	2	1	18	14
si:ch211-204d2.4	183	134	92	99	130	139	59	66	53	74	32	67	181	222	133
LOC117818317	41	21	8	8	24	8	3	4	2	5	8	19	22	48	10
LOC117818319	0	0	0	0	0	0	0	0	0	0	3	0	12	18	2
iqcd	0	5	4	0	1	132	7	2	2	1	1940	1621	1025	329	272
tpcn1	133	112	140	107	112	199	96	46	44	96	295	373	413	287	193
slc8b1	234	182	230	225	205	239	136	152	108	181	98	140	338	313	152
LOC117819608	55	55	54	61	50	105	34	25	25	33	82	73	318	439	170
morc2	622	565	552	482	619	556	306	102	153	371	3098	2075	2090	1848	1061
zgc:158398	103	286	32	29	27	243	18	7	18	11	271	189	208	191	135
plbd2	752	1115	603	488	623	590	370	195	139	302	88	119	228	304	202
rbm19	459	410	266	308	378	371	115	32	49	121	269	226	557	419	242
slc2a11b	0	0	0	0	0	0	0	0	0	0	6	6	2	19	5
si:dkey-98f17.5	166	169	155	143	131	92	118	71	72	125	285	171	196	136	68
LOC117819038	0	0	0	0	1	8	1	1	3	0	11	17	40	78	20
si:dkey-98f17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lztr1	320	226	100	116	127	228	51	13	57	36	292	293	496	499	260
gal3st1a	1	6	0	0	11	1	0	0	0	0	5	4	13	26	19
pes	3661	3892	3534	3500	4160	2398	3240	2973	1830	3452	946	816	1828	1894	967
p2rx2	0	0	0	0	0	4	3	12	0	0	2	6	14	23	3
pole	383	336	287	193	455	356	182	95	112	246	1059	894	2035	1007	488
acacb	150	156	79	64	97	179	40	30	39	29	347	280	809	654	359
LOC117818504	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
foxn4	0	0	0	1	0	8	0	0	0	0	427	478	432	94	30
myo1ha	0	0	0	0	0	0	0	0	0	1	2	7	6	27	4
kctd10	953	1816	652	550	688	976	345	145	144	330	748	684	644	557	415
ube3b	125	141	46	36	47	115	11	12	15	19	249	171	240	272	106
aldh3b2	530	865	669	858	693	423	577	209	250	714	130	115	362	435	211
mmab	424	965	635	699	710	936	570	671	595	551	75	108	152	211	113
mvk	261	320	77	120	108	201	46	14	20	56	125	96	167	151	84
fam222a	22	38	3	5	2	71	5	1	4	5	25	42	56	113	34
trpv4	4	2	1	0	1	48	1	4	19	5	157	128	93	108	44
gltpa	103	217	82	99	85	159	53	22	31	24	8	8	21	31	22
tchp	73	69	82	99	104	48	67	39	55	72	804	523	300	208	145
git2a	132	203	37	40	36	202	18	19	20	22	524	406	474	341	197
ankrd13a	416	495	233	203	292	492	120	63	76	106	1141	876	1159	1054	564
slc6a4b	0	0	0	1	0	1	0	0	0	0	16	10	19	46	9
sgsm1a	6	3	5	3	3	55	5	5	2	3	553	420	394	416	125
pxmp2	138	258	85	52	79	275	61	58	63	50	183	209	280	335	211
isg15	1	9	11	12	13	100	39	20	326	7	85	419	220	1090	375
gatc	67	121	27	28	5	101	22	18	11	19	26	39	55	55	30
trnak-uuu_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117819437	1622	1965	1748	1568	1642	1686	1439	1100	929	1471	1663	1559	2085	1937	1387
alkbh2	38	42	24	14	28	35	12	5	5	13	26	32	73	64	35
usp30	129	124	60	40	61	43	9	6	14	15	48	34	101	150	46
svopa	0	0	1	0	0	13	0	0	2	0	161	226	207	151	46
LOC117819441	2	1	2	3	2	11	7	5	11	0	18	20	19	85	37
LOC117819213	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ssh1a	59	57	16	30	23	155	12	8	17	13	739	502	519	373	217
coro1ca	1915	2385	800	870	1095	1951	375	139	133	446	2308	1840	2817	1431	1133
tmem119a	3	0	0	1	0	0	0	0	1	0	2	1	1	15	3
LOC117819386	2	2	1	2	1	1	3	3	2	2	6	3	1	16	10
iscu	1275	1909	1137	1119	1405	1846	989	904	824	1046	260	306	546	1277	705
sart3	400	365	247	273	341	310	89	31	62	114	646	508	1114	1101	492
ficd	573	412	318	210	344	236	149	59	29	177	86	92	137	189	99
cmklr1	18	40	8	18	5	287	125	242	157	91	11	109	68	175	151
wscd2	26	30	7	11	7	56	30	27	20	12	63	55	241	216	161
si:ch211-225b11.1	0	1	0	0	0	0	2	0	0	0	7	31	13	27	7
limk2	353	422	170	178	244	266	60	28	51	65	137	178	243	405	183
pik3ip1	167	368	47	59	43	214	22	32	26	40	96	145	389	668	295
si:ch211-225b11.4	320	237	191	145	219	117	71	10	26	85	119	114	265	189	108
tctn2	69	77	133	42	48	174	46	34	29	89	662	612	299	264	152
atp6v0a2b	482	473	96	123	130	281	29	15	26	29	645	471	397	257	191
LOC117818373	0	0	0	0	1	2	2	1	0	0	48	32	14	15	6
LOC117818371	29	47	7	3	5	19	2	1	2	2	14	12	13	17	11
dnah10	4	3	7	8	2	515	5	2	16	7	9599	5492	3644	1010	714
emid1	62	70	19	16	14	152	21	25	27	21	52	53	181	289	152
rhbdd3	180	157	216	217	186	159	188	129	98	165	156	181	178	221	123
ewsr1b	3987	2450	3059	3201	3929	2232	2698	1847	1670	3912	3312	2707	3878	2800	1750
gas2l1	19	16	4	3	4	52	6	4	4	2	41	24	88	136	49
ap1b1	796	451	951	519	869	232	368	168	173	606	848	500	699	390	166
rasl10a	0	1	0	0	1	9	0	0	1	0	158	145	84	40	34
si:ch211-106a19.1	67	61	28	16	35	96	18	22	19	25	379	260	285	205	103
si:ch211-102c2.8	1	1	0	2	0	20	2	0	0	0	289	146	114	90	34
ccdc117	229	228	78	96	95	188	35	37	34	27	338	315	420	641	330
tcn2	45	99	44	53	36	405	172	223	163	84	195	246	417	383	383
dguok	454	630	411	479	441	568	352	170	173	276	165	158	389	383	249
spaw	1	2	0	1	1	7	0	0	1	0	0	4	4	7	1
LOC117819385	713	562	744	846	716	538	553	353	490	552	221	243	658	607	508
ank1a	1	0	1	1	1	15	2	2	2	2	7	12	53	41	26
LOC117819468	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0
LOC117819067	0	0	0	1	0	1	0	1	0	1	5	5	4	9	2
sftpbb	21	54	43	40	25	163	49	57	56	35	150	146	228	285	185
usp39	875	1565	775	731	824	1369	538	345	268	487	581	560	776	921	530
c9h2orf68	158	343	170	170	187	328	87	65	64	102	193	164	169	174	118
mat2ab	1736	2207	884	1325	943	2597	238	111	197	306	958	934	2159	586	505
inpp5jb	19	24	7	4	5	33	4	6	1	3	42	35	107	102	50
selenom	446	709	198	255	285	832	266	155	217	166	53	83	205	300	224
smtnb	35	42	5	10	10	71	3	5	7	5	152	80	197	404	210
trafd1	485	545	458	550	521	411	329	149	179	322	712	563	614	499	359
mob1a	518	729	347	391	438	535	360	271	212	260	261	247	418	617	406
mthfd2	163	323	43	50	77	382	42	24	40	30	192	253	375	273	277
arl6ip4	522	600	632	628	535	450	543	447	337	329	200	202	360	349	287
LOC117818590	25	15	7	13	18	74	8	15	19	9	996	637	738	232	126
LOC117818593	1	0	1	0	0	29	0	0	0	0	237	263	165	56	54
kmt5ab	4163	8196	4405	4567	5359	5558	2903	1265	1100	2623	456	405	483	418	275
rilpl2	15	40	11	21	8	75	18	22	27	12	478	343	254	149	117
LOC117818298	5	18	3	5	0	41	58	14	13	8	155	91	273	276	160
LOC117818589	579	268	459	260	456	117	141	35	54	258	30	25	83	229	77
LOC117819177	0	0	0	0	1	4	1	2	2	0	2	1	3	4	3
kntc1	494	322	284	175	282	355	110	27	70	129	1031	737	1015	629	348
rsrc2	399	581	413	555	475	552	251	92	89	218	281	345	468	574	313
si:ch211-110p13.9	74	190	52	85	92	166	25	15	15	25	95	102	68	106	71
zcchc8	1144	1121	795	715	1008	560	429	146	140	419	559	549	579	662	373
clip1a	233	268	99	98	142	215	71	31	60	60	1324	947	947	553	301
LOC117819417	0	2	0	0	0	31	0	0	0	0	867	952	740	144	132
mlxip	98	109	50	65	72	212	34	23	47	41	606	428	837	1584	704
cfap251	0	2	0	0	0	191	5	0	3	3	2469	1343	882	240	209
LOC117818262	202	263	127	107	171	197	132	54	39	147	145	147	158	159	103
psmd9	252	467	248	232	220	471	184	209	150	168	275	276	329	411	295
gtf2h3	205	371	221	155	157	351	102	48	35	91	163	186	267	309	187
LOC117818265	80	148	89	82	104	127	54	9	14	41	42	28	55	76	53
LOC117818427	1	0	0	0	0	8	0	0	4	0	116	91	61	19	12
LOC117818456	3583	1643	2703	2034	3388	745	1165	516	609	1698	1886	1326	1609	984	576
LOC117819659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117819657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pcsk5b	666	718	306	322	432	240	169	75	89	225	237	263	473	436	248
LOC117818596	4	0	0	0	0	3	0	0	2	0	8	7	10	18	9
rfk	708	1014	349	421	372	782	184	116	123	179	694	500	452	607	363
LOC117819230	0	0	0	0	0	1	0	0	0	0	1	1	2	7	2
LOC117819477	1	4	2	2	1	20	2	1	3	0	111	61	108	188	87
prune	3	0	0	0	1	4	0	1	1	1	25	14	28	24	7
foxb2	0	0	0	0	1	2	0	0	0	0	4	5	10	70	20
LOC117819479	241	238	151	149	258	217	129	75	85	117	1990	1034	1084	1053	528
LOC117818820	0	1	0	1	0	18	2	2	3	0	10	14	29	109	39
LOC117818819	100	103	32	41	77	143	14	15	21	22	35	35	126	233	115
wdr31	123	135	21	48	50	198	11	5	6	15	1262	1125	705	348	180
bri3bp	70	113	23	22	18	111	23	24	16	11	173	154	273	280	171
stpg2	68	44	57	51	7	104	135	33	20	142	1210	747	596	464	148
LOC117819564	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC117819349	4	18	1	1	4	52	2	6	6	5	66	69	150	166	89
bmpr1ba	104	137	33	10	78	158	35	30	56	40	51	100	188	542	197
pdlim5a	2	2	1	0	2	2	3	1	1	1	9	12	16	20	11
LOC117818348	7	11	8	9	10	48	11	3	9	4	86	109	162	182	118
LOC117818351	2	3	0	1	2	64	2	0	13	2	58	99	85	63	66
LOC117818352	1	2	0	0	0	15	2	0	0	2	11	10	10	51	24
kansl3	790	774	739	470	856	383	234	142	163	303	422	380	791	744	407
bmp1a	319	293	205	162	240	241	92	39	55	105	57	80	146	277	163
disp3	0	0	0	0	0	2	1	0	0	1	17	14	27	63	16
si:dkey-32e23.4	308	280	319	352	327	184	209	89	108	192	335	249	429	390	242
ubl4a	1090	1298	906	809	779	1077	760	570	400	731	283	287	267	302	207
prkg1l	1	2	136	16	20	14	9	4	11	10	40	48	59	76	17
acsl2	584	587	622	516	616	364	440	327	275	436	207	181	501	381	195
bin3	322	434	133	141	189	372	100	73	69	86	179	154	314	449	249
egr3	1	0	0	0	0	5	9	8	2	1	4	9	7	10	17
LOC117818392	14	26	6	6	11	32	4	10	10	10	10	8	25	92	32
LOC117819635	0	2	0	0	1	13	1	2	2	1	19	17	45	77	28
ido1	0	0	0	0	0	5	2	0	0	1	0	3	4	5	10
stc1	1	9	0	1	2	15	1	1	1	2	3	10	27	35	15
nkx2.7	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1
nkx3-1	2	1	1	4	2	7	4	3	2	1	1	0	0	5	3
slc25a37	181	297	67	55	62	164	33	15	17	33	125	123	247	195	134
entpd4	535	656	391	381	562	393	241	91	111	290	267	298	393	330	166
si:ch211-214j8.12	14	5	8	10	6	25	5	5	10	7	481	416	379	138	91
gda	1	0	0	0	0	9	2	3	1	8	26	26	37	125	52
c9h9orf85	482	1186	629	562	528	805	271	146	157	239	197	214	301	562	331
abhd17b	163	331	22	37	44	279	25	18	20	27	217	216	387	440	256
cemip2	86	120	17	21	23	130	16	17	32	19	173	173	414	330	143
trpm3	43	31	0	4	10	13	4	4	6	3	52	240	58	64	54
klf9	123	143	94	70	140	105	39	27	28	35	79	91	122	171	127
fam219ab	13	8	2	9	7	20	4	4	0	11	70	58	118	99	52
LOC117819183	0	0	1	0	0	2	0	1	0	0	7	2	15	28	7
ela3l	1	0	2	0	0	13	2	1	3	0	10	19	35	759	1929
bco2l	0	15	0	0	0	1	0	7	1	1	34	7	32	16	13
LOC117819594	1	0	0	0	0	15	0	1	0	0	28	19	50	54	23
LOC117819595	1	2	0	3	2	92	10	7	20	8	15	36	117	163	53
hspb11	21	59	124	279	136	261	220	79	71	128	1160	1105	528	273	198
smn1	796	863	859	822	928	655	617	687	615	867	342	421	641	484	318
rtkn	163	104	97	50	104	36	27	11	14	30	33	18	85	186	77
LOC117819195	0	1	0	0	0	1	0	1	0	0	5	2	7	8	4
mblac2	118	116	104	143	114	115	102	64	76	88	66	49	71	118	69
polr3g	364	529	266	318	320	418	108	51	65	110	22	19	61	118	74
lysmd3	241	270	141	140	158	177	128	73	54	100	190	204	134	231	120
adgrv1	5	1	3	3	2	14	1	1	5	3	61	55	68	105	44
arrdc3a	153	278	27	42	35	115	37	19	25	29	94	60	157	261	115
arsk	358	577	285	219	307	350	166	78	49	148	191	173	172	290	139
ttc37	280	225	196	222	246	249	106	39	49	148	477	394	606	626	277
LOC117818603	2	1	2	7	7	30	7	4	38	3	27	40	43	237	123
trnai-aau_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117818605	1	6	6	1	4	17	14	4	20	6	58	49	63	472	104
trnai-aau_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaf-gaa_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fam81b	0	0	0	0	5	0	0	0	0	0	1	10	12	8	6
LOC117818447	0	0	0	0	0	23	0	0	0	0	1441	1011	703	136	154
mctp1a	0	1	0	2	2	4	0	1	0	0	6	10	28	57	13
slf1	320	342	232	244	277	221	127	29	72	122	163	145	414	683	258
kiaa0825	81	46	19	26	38	52	20	4	8	7	348	184	141	102	73
